flight_id,flight_number,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,delay_min,ticket_price_usd,airline,status
211be630-0550-4ce0-921f-4a96a70ecbb8,5M973,KMSN,EGJB,2026-05-09T18:42,2026-05-10T00:42,82,775.26,Lufthansa,On time
e79a4658-6a84-42ac-8be3-a2ac2b93d907,P75681,EETN,MRBA,2026-04-08T18:42,2026-04-09T02:42,90,1152.12,LOT,Cancelled
914bf3b7-c43f-47e3-8b22-5c4016b87748,OF1950,MHTG,WRSJ,2026-01-13T18:42,2026-01-14T02:42,73,580.7,Ryanair,On time
cb7776ab-cc83-4d6f-807d-253ca05f84bc,7F7716,MMSP,LICR,2026-09-18T18:42,2026-09-19T03:42,43,143.5,Emirates,On time
230dca0c-3546-4e66-b7c9-e1d2e8f64604,8P5131,MWCB,OSKL,2026-02-11T18:42,2026-02-12T03:42,92,1016.95,Emirates,Cancelled
0676ffb8-6228-4a54-ad5c-c48658a114fe,R28195,NZPP,CZRJ,2026-03-17T18:42,2026-03-17T20:42,38,1222.43,Emirates,Delayed
b66219fe-f03d-4122-828c-0a05910836c5,D68536,MGQC,ROKJ,2026-03-19T18:42,2026-03-19T23:42,156,257.72,Lufthansa,On time
69cbee04-f978-49f3-9e73-f2431b61b479,PP5402,SAVC,USCC,2026-03-30T18:42,2026-03-31T05:42,86,894.43,LOT,Cancelled
773bf85f-07b1-4068-98f3-d50580745f12,7K5887,YPKT,CYGT,2026-06-06T18:42,2026-06-06T19:42,79,834.99,Delta,On time
a8f4ba49-b310-4f85-83a5-b8dddc942289,F44001,SCTN,VNRC,2026-04-02T18:42,2026-04-03T03:42,16,729.27,Delta,On time
14a8acb9-8caa-4a12-8f55-25205a9c7273,FJ4148,ROKR,FZVI,2026-03-21T18:42,2026-03-21T22:42,136,111.99,Delta,Delayed
312327dd-b543-4095-9f47-d6fce5189c61,E71368,NZPP,LFMH,2026-08-23T18:42,2026-08-23T23:42,17,589.28,Emirates,Delayed
ef3e2acf-3859-479b-8d0b-a34bb73f6964,HE9498,VHHH,CYER,2026-02-23T18:42,2026-02-24T01:42,62,378.4,Delta,Delayed
c95bf575-a76a-4fcc-b770-81446dea2020,GR2615,YTIB,HAJM,2026-07-05T18:42,2026-07-05T23:42,141,1132.5,LOT,On time
52051953-1c20-43bd-87ad-ccc03c5b4525,7L7460,KXNA,MRBA,2026-02-16T18:42,2026-02-17T03:42,12,1181.26,Delta,On time
214b0d33-cee6-4166-9be2-19cb2ab9296f,2N8512,AYWK,VOPB,2026-09-11T18:42,2026-09-11T22:42,133,1109.49,LOT,On time
f081d95f-2fc9-4934-8d13-1cdd91313785,FY1009,MGCT,FCBK,2025-12-26T18:42,2025-12-27T05:42,43,1287.72,LOT,Delayed
6b87ba1b-91ab-4aab-8a12-2cdaa5b7b39a,PZ6249,RJCW,USKK,2026-08-24T18:42,2026-08-25T00:42,103,1070.62,Lufthansa,Delayed
0bd87f13-eb80-4f4e-baa2-3f9e7764d4fc,XC1816,KPLN,CYFC,2026-08-16T18:42,2026-08-17T03:42,38,239.07,Ryanair,On time
1d2777ff-3f81-476e-a79c-244440404491,E21436,YBKE,LCEN,2026-05-20T18:42,2026-05-21T02:42,15,621.43,Emirates,Delayed
dc22569f-d54e-4342-ae13-539be182574c,8Q4504,CYWA,TFFG,2025-12-15T18:42,2025-12-15T20:42,87,461.16,Delta,On time
749550d1-2b59-415e-af01-3132f08d77b2,8Y6490,CYER,VTCR,2026-02-27T18:42,2026-02-28T02:42,131,1152.33,Emirates,Delayed
a086eb01-bcf8-4733-917c-770aff3c4309,PY8097,LFMH,LFPG,2026-05-08T18:42,2026-05-08T20:42,31,1430.61,LOT,On time
260e3f77-f125-40ed-9bb1-ac30bc3733ab,VS9857,ROKR,EGHC,2026-05-10T18:42,2026-05-10T21:42,173,596.39,Emirates,Cancelled
75a4e88d-a249-4e9c-98bb-6f4a873bed7a,AA3650,MHRO,EFIT,2026-02-16T18:42,2026-02-17T01:42,157,588.41,Delta,On time
ad8c7f98-80bb-439d-9ef8-376e5128f11c,DT1404,FARS,CZRJ,2025-12-28T18:42,2025-12-29T04:42,152,114.59,Emirates,On time
ab242fdc-9e98-4432-bfc3-e045a65819a6,6O2605,YPKT,WRBP,2025-11-09T18:42,2025-11-09T19:42,2,192.99,Lufthansa,On time
71578b0c-9fab-4190-926f-dee82a20b890,Q25553,OIZB,LFKF,2026-06-12T18:42,2026-06-13T01:42,32,1384.23,LOT,On time
e04eafb3-46e3-4062-bf86-3ef1abd6c9c3,UD1513,RJCW,KMSN,2025-12-17T18:42,2025-12-18T03:42,2,1451.58,LOT,Delayed
12af634a-ffa7-4698-b726-39c4df02deb2,OL8345,ESNL,MHTE,2026-07-10T18:42,2026-07-11T04:42,6,58.65,Lufthansa,On time
00a440ec-f71c-42e7-9370-bdba97c2cfe3,7G1952,LICR,CYXH,2026-02-24T18:42,2026-02-24T21:42,14,202.12,Emirates,Delayed
df48656e-649f-414d-9e42-0950071120c7,1B5826,VNSK,LICR,2026-01-19T18:42,2026-01-20T04:42,115,616.39,Delta,Cancelled
02d267e5-d62f-4e75-9ddc-fdac5b213d37,WO5688,MHTE,MUMO,2026-09-10T18:42,2026-09-11T02:42,173,130.79,LOT,Delayed
5659c242-8b5e-43a9-a501-3f5b5816bec2,AK4616,PGRO,YPKT,2026-07-31T18:42,2026-07-31T19:42,82,870.21,Emirates,Cancelled
037a4cc3-cb86-449e-985f-656df2642c73,NZ8905,WRSJ,MMTJ,2025-10-03T18:42,2025-10-04T05:42,124,778.73,Delta,Delayed
158d7721-f0dd-41b7-940b-05f1e106f72b,CK1443,VGRJ,CYXH,2025-12-27T18:42,2025-12-27T20:42,45,728.72,LOT,Delayed
cfe320fc-2cd8-445d-ae6b-8036ff7e6ab2,C02483,RJCW,OSKL,2026-07-23T18:42,2026-07-24T00:42,162,1238.99,Delta,Delayed
bb98e06e-171f-49cb-97fa-1b150ad6b476,LY6547,ROKJ,RJSC,2026-06-25T18:42,2026-06-25T19:42,102,427.05,Delta,On time
f8e69189-2b1b-4000-889e-e0875e27cfd2,I7567,VGRJ,ENRS,2025-12-28T18:42,2025-12-28T21:42,59,107.11,Lufthansa,Delayed
a78e204d-ae54-492c-b994-a66d1a77fa32,7H6377,KPLN,WAPP,2026-06-19T18:42,2026-06-19T19:42,141,881.45,Delta,Delayed
5ea13612-461a-48be-bb59-1c030f628942,5A5205,EFIT,PGRO,2026-07-10T18:42,2026-07-11T00:42,110,312.65,Lufthansa,Delayed
71c2db9e-406c-4d2b-ae8d-97ecf99189e3,3M6090,WRLR,CYWA,2026-04-11T18:42,2026-04-12T04:42,101,1387.8,Ryanair,Delayed
08f30b05-f2a8-4f29-9eca-e6c8a43e6d6a,4O1106,FCBK,TFFG,2026-09-20T18:42,2026-09-20T20:42,60,472.2,Lufthansa,Cancelled
