flight_id,flight_number,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,delay_min,ticket_price_usd,airline,status
1e67d528-e822-498a-ac7c-d3878752ab82,YR433,MHRO,VNSK,2026-08-23T18:42,2026-08-24T05:42,76,1056.01,LOT,Cancelled
3e8a8b5c-242c-43b2-8ec1-3de834a694e0,KH1837,WRSJ,MMSP,2026-09-12T18:42,2026-09-12T21:42,25,1043.34,LOT,Cancelled
8fdc1ab1-5c8d-45c8-8381-31a036750f37,9W1218,HAJM,UHMD,2025-12-01T18:42,2025-12-01T19:42,163,799.49,Delta,Cancelled
f10c5f67-f751-4f78-9b0b-d388543c87c8,M62587,MYBG,AYWK,2025-12-31T18:42,2026-01-01T02:42,148,688.32,Lufthansa,Delayed
2f68993d-37c5-4105-9f24-16c3d4b78cf9,PO6049,CYEV,EFJY,2025-12-22T18:42,2025-12-22T21:42,116,391.3,Emirates,Cancelled
d8a9bec5-6b54-45cf-b99d-708898515da0,6V9545,WRLR,CYXH,2026-05-23T18:42,2026-05-23T22:42,56,520.29,Emirates,On time
f2214791-a3c2-4d16-a6d8-ecca36d8f145,HE7891,EGMD,FVFA,2025-11-10T18:42,2025-11-10T20:42,103,281.91,Emirates,Cancelled
ca89f52d-5697-4ef3-90aa-492e81aa1c74,MT2690,MHRO,ESNV,2026-05-08T18:42,2026-05-09T03:42,159,486.01,Ryanair,On time
b5279093-c2fe-4852-bfff-ee8fed2a46c6,PS9822,YSTH,FBTL,2026-07-26T18:42,2026-07-27T01:42,177,539.09,LOT,Cancelled
3c212c2e-3e7a-404c-a22e-d183a25b728e,VH285,CYFC,UTDL,2026-05-14T18:42,2026-05-14T20:42,89,314.6,Ryanair,Delayed
463d8b8d-d094-43d3-ac58-53c33d74d05f,WO2532,MHTG,ESNL,2025-12-04T18:42,2025-12-05T01:42,105,354.45,Ryanair,Cancelled
8f357c8d-8aac-4022-9754-ed502bcce352,WI9705,CYER,MGPB,2026-04-18T18:42,2026-04-18T19:42,167,1347.24,LOT,Delayed
9be50f3b-ec37-45f0-9f7e-21042f2a0321,HN8406,OIBB,OPDB,2026-01-06T18:42,2026-01-07T04:42,71,65.58,Emirates,Delayed
42f1bf28-0fb3-477b-a8f8-83fdf8429197,LX2793,YPKT,CYLU,2026-08-02T18:42,2026-08-03T04:42,90,1026.49,Ryanair,Delayed
5cbeba30-076a-435e-a65a-1ccead8e398b,M37239,WRLR,VGRJ,2026-02-24T18:42,2026-02-24T20:42,89,157.37,LOT,On time
471dadf2-3ee8-4325-94e3-c9a8f4eb11eb,UF8001,CYWA,ENBS,2026-02-27T18:42,2026-02-27T19:42,2,573.68,LOT,Cancelled
27f20e3a-729e-4861-8b11-ba303b60185f,EK783,SCTN,MMIO,2026-08-25T18:42,2026-08-25T22:42,88,1200.25,Lufthansa,Delayed
35d8ef23-0d64-4f32-a475-6b8a1f8b7a08,WY8562,SCTN,FZVI,2026-04-25T18:42,2026-04-26T02:42,103,1232.73,Ryanair,Cancelled
405c2ef0-aa53-4012-a1e6-f9233b38a124,BL5965,UTDL,HAJM,2025-12-04T18:42,2025-12-05T00:42,136,70.25,LOT,On time
153afb86-9291-4ea5-9e21-36de4d1d1ff3,WG7082,VOPB,CYLU,2026-01-28T18:42,2026-01-29T00:42,39,608.83,Ryanair,On time
ab41dae8-58fb-4f9d-8abf-010f8f74033c,PI3867,CYFC,SCTN,2026-03-03T18:42,2026-03-04T01:42,110,884.31,Ryanair,Cancelled
619d792a-df11-4762-a28d-324fa4fcc97d,6D7341,MGPB,MHRO,2026-02-08T18:42,2026-02-08T19:42,92,599.99,Lufthansa,Cancelled
92cd3ec7-e082-40cd-9137-c340c233dcbc,UM5525,MGPB,VNRC,2025-10-29T18:42,2025-10-29T23:42,148,60.71,Ryanair,Delayed
e92ce0b1-6a12-4f40-b4b6-5c000f375cc7,AV6792,PGRO,CZRJ,2025-11-17T18:42,2025-11-17T23:42,5,1439.44,Lufthansa,On time
3a5b838b-0d00-4a72-9b5b-00a290b4b679,TK1889,ESSU,OIZB,2026-07-21T18:42,2026-07-22T02:42,61,353.23,Delta,On time
9e64a0aa-432f-448c-be3e-5bc737885f78,DK9293,WAPP,FMNG,2026-05-01T18:42,2026-05-01T22:42,100,1123.86,Ryanair,Cancelled
2483605e-4798-41fa-805f-6f92f8dacf0e,TL6828,HAJM,TFFG,2025-10-19T18:42,2025-10-19T22:42,94,136.07,Delta,Cancelled
5c4d1ef8-d54f-46b8-9e2f-b5923294243d,E23271,KPLN,VTCR,2026-01-30T18:42,2026-01-30T20:42,10,749.79,Ryanair,Delayed
92ef784e-6142-43a7-a4a8-c1e1a0b12edd,XO2600,MMIO,FZVI,2026-04-25T18:42,2026-04-26T05:42,11,439.48,Delta,Delayed
607a2b97-87fa-483e-b063-5acaabe1da22,T78745,VNSK,FARS,2025-11-06T18:42,2025-11-06T23:42,124,1142.44,Ryanair,Cancelled
5a302858-739d-45b5-8e99-a5fe12b329a1,IK3013,EGJB,MGPB,2026-04-24T18:42,2026-04-25T00:42,39,1211.6,Delta,Cancelled
e507e124-ca9f-4596-949b-8bfa09edd071,9R3944,MRBA,KXNA,2026-01-01T18:42,2026-01-01T20:42,70,1073.52,Ryanair,Cancelled
301a20c5-20f5-42c3-99e7-89b19d336f6b,SU2255,KXNA,MRBA,2025-12-20T18:42,2025-12-20T22:42,36,81.09,Lufthansa,On time
4dd54d44-117f-4e5f-899f-6d233db24cd2,7Y7212,EGHC,ENBS,2026-01-10T18:42,2026-01-10T20:42,29,74.78,Delta,Delayed
c680eec1-278a-4d2e-9b5f-3741081761f2,3U6631,ESSA,ENBS,2026-06-20T18:42,2026-06-21T05:42,179,443.55,Lufthansa,Cancelled
4524b8c6-fddf-4c2d-a036-bb003dc23ed2,SC7999,FBTL,LEAL,2026-01-23T18:42,2026-01-24T04:42,56,1405.42,Ryanair,Cancelled
d50ce6c9-a923-4c6e-aeed-0de45e6faf02,W74011,VGHS,WAPP,2026-02-14T18:42,2026-02-14T20:42,167,331.81,Emirates,On time
cf1f6c77-0f0c-4a44-a0c0-edbef478f92d,F83363,FYOG,EFJY,2026-06-10T18:42,2026-06-11T00:42,104,1060.23,Lufthansa,Cancelled
54920d95-708c-4a91-996e-111db5e165ae,HW4940,MRBA,EETN,2026-01-02T18:42,2026-01-03T03:42,156,1329.52,Lufthansa,On time
73f1f765-5548-481a-817b-688143a4c44b,6V9862,FBSK,OSKL,2026-04-05T18:42,2026-04-06T03:42,55,727.96,LOT,Cancelled
81c6e45f-e66d-4f33-9257-3a47a256ccd7,HO6346,VNRC,CYLU,2026-05-30T18:42,2026-05-30T20:42,60,200.32,Lufthansa,On time
48e726c5-8303-44f2-9e5d-b617aa298e3c,AL6817,MGPB,FZVI,2026-02-06T18:42,2026-02-07T01:42,144,506.98,LOT,On time
5ae691f8-28f8-4ee9-93dd-bbf3fae7a207,S46659,VTCR,EGJB,2026-03-01T18:42,2026-03-02T00:42,128,985.2,Emirates,Cancelled
d614778f-d930-4b99-8ffa-a466630764c1,RB973,YSTH,ESNV,2026-08-19T18:42,2026-08-20T05:42,29,443.88,Lufthansa,On time
a32b8b46-2ea1-40cc-a0f2-ce2620451358,WS1559,EGMD,AYWK,2025-10-07T18:42,2025-10-07T20:42,14,1286.82,Lufthansa,On time
08f02e75-e638-4b4e-b4ac-10df7ba5d69c,KL5759,CYLU,ENBS,2026-07-17T18:42,2026-07-18T01:42,137,436.14,LOT,On time
fc2dee4b-e89f-42a8-bfd5-c0a823520e25,CM8267,FMNM,ROKR,2026-08-22T18:42,2026-08-22T22:42,1,429.52,Ryanair,Cancelled
e213208a-059d-4904-8294-8e64f54f0418,6S248,HAJM,OERF,2026-07-27T18:42,2026-07-27T19:42,6,1318.21,Lufthansa,Delayed
a6cb08d0-b01a-43eb-ac8a-6848ea6c4b24,NY7875,HAJM,CZRJ,2026-06-06T18:42,2026-06-06T20:42,48,736.76,Delta,Cancelled
f40f3885-3da5-4463-97ca-87e19114cb4e,VN4764,LFPG,CYEV,2025-10-28T18:42,2025-10-29T04:42,149,445.51,Delta,Delayed
9d627105-4f20-4dfc-8a9a-1b05944a5efc,3U2087,UHMD,VYMO,2026-05-06T18:42,2026-05-06T23:42,48,936.21,Delta,Delayed
7d96b356-ed2f-4aad-aed0-7a09e520583b,EW2729,RJSC,AYWK,2026-08-22T18:42,2026-08-23T05:42,30,729.57,Lufthansa,On time
504116d2-9c40-4644-afd7-a9f64566db70,UM5294,FARS,MHRO,2026-07-07T18:42,2026-07-07T23:42,109,548.93,Emirates,On time
00070525-5444-4c48-93a3-0cd77c951386,VW8529,CYFC,OIZB,2026-09-18T18:42,2026-09-18T22:42,119,624.04,Emirates,Delayed
50f967eb-403d-4a12-a54c-78fd958e9c26,D34856,ROKR,YPKT,2026-06-30T18:42,2026-07-01T01:42,127,821.2,Lufthansa,Delayed
f9d276c3-71dd-4d99-984e-5cbd83f8b0aa,5V3318,NWWW,FCBK,2026-01-26T18:42,2026-01-26T19:42,148,1112.47,Lufthansa,Cancelled
9e2aa502-983f-4511-a0d2-abbe44a28c8b,L58154,YTIB,VNSK,2026-06-19T18:42,2026-06-19T20:42,33,1154.23,LOT,Cancelled
3d1a7e83-b1b9-4b95-a1a8-a4dc8c2e9ceb,LS4941,NZPP,WAPP,2026-03-13T18:42,2026-03-14T01:42,171,270.94,Delta,On time
746f4444-3da1-4724-a3aa-b481fb79463d,W95286,CYFC,SAVC,2025-10-27T18:42,2025-10-28T04:42,107,1079.55,Ryanair,Delayed
7e391943-f005-48bf-bb11-f7784b896006,LY8202,MHTE,EGJB,2026-06-11T18:42,2026-06-11T22:42,175,186.26,Emirates,Cancelled
9b847a95-a42b-4e99-bcc1-6710a581f31c,EL1011,YSTH,MMIO,2026-06-12T18:42,2026-06-13T02:42,116,1485.02,Lufthansa,On time
ce29bbab-8a6a-44e7-a900-044af9961489,M85194,EETN,UIAA,2026-01-08T18:42,2026-01-08T23:42,17,687.36,Lufthansa,Cancelled
4e54c645-8027-4fa9-832c-2e72ae8fce25,6O619,MMZO,ESNV,2026-01-27T18:42,2026-01-27T22:42,58,882.52,Ryanair,On time
fc0e5fc0-387c-4b87-8359-8db3457524c7,PK4175,OIBB,NZPP,2026-03-20T18:42,2026-03-21T05:42,115,668.13,Delta,Cancelled
f1e2ee49-9037-42b8-95cb-c32060ae0773,UG6139,VGHS,WAPP,2026-01-12T18:42,2026-01-12T22:42,105,928.12,Emirates,Delayed
8a5d397d-9e88-4c2d-af83-557316cf721c,9N7607,VTCR,UHMD,2026-01-11T18:42,2026-01-11T21:42,31,328.02,Ryanair,On time
1037f4db-047d-4117-8bd8-dd0a6605728e,2E1921,EGMD,CYWA,2026-04-24T18:42,2026-04-25T00:42,10,103.73,Ryanair,Cancelled
37735561-9660-417f-886e-580cab5afcb6,4M2148,SAVC,FBSK,2025-11-27T18:42,2025-11-28T00:42,102,383.46,Delta,Cancelled
62bf908e-d232-4b9f-be19-4374c69fefef,6D8719,MGQC,OPDB,2026-03-20T18:42,2026-03-20T19:42,35,332.69,Emirates,Cancelled
5a50d766-14eb-40db-98c0-e576ee1e5d3f,8Q2390,FYOG,ESNV,2026-07-27T18:42,2026-07-28T01:42,159,541.49,LOT,On time
7b1dadc6-98a5-4854-a423-dfd42a21b793,L64914,LFKF,ESSU,2025-11-16T18:42,2025-11-16T22:42,51,769.36,LOT,Delayed
64cd4a2a-4abb-4d7c-9003-6cf398fa00d5,MO5469,EETN,CZRJ,2025-09-28T18:42,2025-09-29T03:42,117,727.53,LOT,On time
3568cb48-c421-4f56-9af2-b4863e87daff,ES2808,MMIO,YTIB,2026-06-25T18:42,2026-06-25T22:42,61,1321.79,Delta,Cancelled
87c95a42-8515-4fca-9032-409a14221dca,PY7808,VNSK,AYWK,2026-02-10T18:42,2026-02-11T00:42,26,1223.63,Delta,On time
1de93118-ab76-4816-ae18-76035ae06937,BA6689,LFMH,VOPB,2025-12-31T18:42,2026-01-01T03:42,83,1389.83,Emirates,On time
ef52747a-5780-4249-a2a4-75815bd95785,EH6867,KXNA,LICR,2026-03-28T18:42,2026-03-29T01:42,162,953.73,Emirates,Delayed
e52acb63-df7d-49b8-a65e-ccb5a33f08cd,ZR6708,LFKF,OPDB,2025-12-22T18:42,2025-12-22T19:42,167,491.95,Lufthansa,On time
02d43c6a-f8b9-4c53-9459-1e88a80cfac5,PJ3284,ESNV,ENBS,2026-01-08T18:42,2026-01-09T01:42,162,167.04,Ryanair,Delayed
b9f7f4d3-6e5d-4b33-a5b8-390cefbc20e5,VY256,SAVC,TFFG,2026-04-22T18:42,2026-04-23T04:42,76,122.06,Delta,On time
cb0c5125-0e18-40d4-a24f-31064193e556,CW9785,LICR,EFJY,2026-07-31T18:42,2026-08-01T04:42,151,780.54,Delta,Cancelled
d0ff3af4-e078-43f8-9f97-f07700bd2c15,FX853,CYFC,MYBG,2026-09-03T18:42,2026-09-03T20:42,158,770.33,Lufthansa,On time
1974f184-eaf5-41d9-8192-684dae4eb9a9,V02922,VGHS,FBTL,2026-08-09T18:42,2026-08-09T21:42,139,709.74,LOT,On time
