flight_id,flight_number,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,delay_min,ticket_price_usd,airline,status
b0d90adb-1b64-458d-8c28-592d2b1ab44d,GP3821,VILD,EDXB,2026-09-09T18:42,2026-09-09T22:42,72,169.12,Ryanair,Delayed
fcc7aeb6-9453-4430-b9e1-763b37efd380,R01625,FYOG,VNRC,2025-11-24T18:42,2025-11-24T20:42,5,1283.02,Ryanair,On time
efa34bb7-08a5-4e6a-8eb1-8a3cfcbe998e,RB4122,ESSA,USCC,2026-07-19T18:42,2026-07-19T21:42,38,1259.28,Delta,On time
2da6233c-b682-439d-a02f-321ef8057324,XE2322,MGPB,VNSK,2026-02-05T18:42,2026-02-06T03:42,97,305.07,Ryanair,Cancelled
19263cd0-384f-496f-97ff-121dd86727b2,OF6363,UHMD,FMNG,2026-03-06T18:42,2026-03-06T21:42,87,1248.16,Delta,On time
e614f769-c93b-4d05-8fb6-ebe6697c793f,TF2765,MMIO,KXNA,2025-11-04T18:42,2025-11-04T20:42,16,92.94,LOT,Delayed
4f075406-5025-4828-8021-7245fcb0d523,F49505,ROKR,WRSJ,2025-12-19T18:42,2025-12-20T04:42,41,342.1,Ryanair,Cancelled
38057ac8-e0ed-4c49-987a-544a9a106d03,QH9112,RJSC,KPLN,2025-09-30T18:42,2025-10-01T03:42,131,1194.71,Lufthansa,On time
b1168332-a2b3-42ef-882f-0e579606d571,MV4691,MHRO,CYXH,2026-04-01T18:42,2026-04-02T03:42,54,906.34,Delta,Cancelled
b1d98392-961b-404b-80c4-d8b6502095b0,3U3889,ENBS,VTCN,2026-01-11T18:42,2026-01-11T19:42,44,230.84,Delta,Delayed
58fc00bf-1a37-4fa1-8936-16614a11a0c7,5R9482,MGCT,OSKL,2025-12-08T18:42,2025-12-08T20:42,55,875.01,Lufthansa,Delayed
b15982cf-77c8-41ea-bc44-724bae3d79cf,VV9235,VILD,WAPP,2026-08-16T18:42,2026-08-16T21:42,42,906.88,Ryanair,Delayed
368bd30e-67b6-4c8a-bf31-25b99018820f,LM2789,MMZO,SCTN,2026-02-27T18:42,2026-02-27T23:42,142,368.64,Delta,Delayed
14a87ef1-d8ef-44ce-ab9b-038eb65ce392,KL5196,YPKT,MYBG,2026-05-05T18:42,2026-05-05T21:42,3,117.78,Emirates,On time
a6b28b73-bcff-4e70-bb12-6f692e1289f6,O67786,ESNV,OERF,2026-05-25T18:42,2026-05-25T23:42,59,1223.66,LOT,On time
8c1684d0-3149-4b99-8057-cae25c5ee633,X32309,RJCW,FVFA,2025-10-23T18:42,2025-10-24T04:42,111,225.52,LOT,On time
d6be359c-f0ad-444f-a628-cbdef2545645,DA957,ROKJ,MRBA,2026-04-11T18:42,2026-04-12T04:42,14,757.97,Ryanair,Cancelled
c8cd886f-c930-4944-ac37-9dfe8de00a26,5L3785,MHRO,EFJY,2026-05-03T18:42,2026-05-03T22:42,47,491.74,Delta,Delayed
dd90594b-c005-42b0-adc3-cb26de073fc7,5E6364,YSTH,CZRJ,2026-02-23T18:42,2026-02-24T02:42,49,1237.19,Lufthansa,Delayed
