flight_id,flight_number,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,delay_min,ticket_price_usd,airline,status
aa1c9017-1814-4f7b-8ef8-4596b80ed225,IE6368,MHTE,KPLN,2025-10-23T18:42,2025-10-23T23:42,67,1493.1,Ryanair,Delayed
d6a40dd6-29fe-473a-9522-c2c372d19514,Q66299,MMSP,SBKP,2026-03-13T18:42,2026-03-13T22:42,179,1040.34,LOT,Cancelled
8e9c7b3b-a24d-48a1-8e91-95c33ab6f45a,Q78954,HAJM,MRBA,2026-02-19T18:42,2026-02-20T03:42,88,1204.1,Lufthansa,On time
7dd24202-68d6-4d3d-aa5c-68672ee7c5e5,KE5387,CYFC,SBKP,2026-08-01T18:42,2026-08-01T21:42,122,1001.67,Emirates,On time
c202efda-68bf-4def-982c-0cb63d1c5e8f,9T594,FVFA,MHTE,2026-03-11T18:42,2026-03-11T23:42,65,726.06,Delta,Cancelled
72076188-fffc-4ee7-b178-60a61fd90e3d,M38933,CYFC,CYXH,2026-06-20T18:42,2026-06-20T20:42,50,1126.02,Emirates,On time
4a7b0ee7-a824-4868-a09c-6ebbcd5a7b83,6F2433,FCBK,FBTL,2026-01-28T18:42,2026-01-28T20:42,146,933.89,Ryanair,On time
1ff342ca-6dfa-4289-a380-4101b65f57a9,9S9930,SAVC,OPDB,2026-05-23T18:42,2026-05-23T19:42,91,1186.13,Lufthansa,Delayed
cadc6125-b195-4131-a6d8-b11815c56d9a,XW3233,TFFG,OIZB,2025-12-13T18:42,2025-12-14T05:42,119,1461.55,Delta,Cancelled
dcd8b798-1256-467d-b8f0-54ddc4f2b0d4,XG2732,MUMO,NZPP,2025-10-14T18:42,2025-10-14T23:42,82,1377.17,Delta,Cancelled
ba4b18bb-e111-45f9-b30f-e836346e2171,MO1999,MMTJ,LFKF,2026-07-22T18:42,2026-07-23T00:42,113,627.78,Lufthansa,Delayed
87136d28-0abe-4215-9cb1-0949ccf6ac7d,W64912,MMIO,ROKR,2026-08-14T18:42,2026-08-14T20:42,151,632.32,Ryanair,Cancelled
8b27641d-507c-4246-b969-31cfa290200a,XY717,VOPB,MHTE,2025-09-30T18:42,2025-10-01T05:42,28,1227.35,LOT,On time
4e4c00b3-78ee-45fe-8613-7fa67469dd04,7C3286,WAPP,USKK,2026-06-17T18:42,2026-06-17T20:42,97,1231.79,Delta,Cancelled
2a6946b6-dcc7-4428-8163-4251de62c363,LJ6713,FYOG,ENBS,2026-04-14T18:42,2026-04-14T21:42,103,817.83,Lufthansa,Delayed
36100f95-0dea-4595-a286-dd9b00fb8cd7,YI3363,YBKE,MYBG,2026-09-16T18:42,2026-09-16T23:42,24,1014.47,Lufthansa,On time
413ade97-0bfc-4b5e-85ed-8b3753fecf8a,3Z6357,SBKP,VGRJ,2025-11-24T18:42,2025-11-24T19:42,158,1190.6,Ryanair,Delayed
cf2e87ca-5d37-4629-92b6-6e0c9d20c025,S57146,VNSK,CYLU,2026-03-25T18:42,2026-03-25T21:42,175,1123.94,Ryanair,On time
55792251-c622-4242-98a6-00907a708295,GY8162,YPKT,EETN,2026-06-24T18:42,2026-06-25T02:42,37,1387.06,Delta,On time
5f35a060-f4ad-4bdd-92ed-17ba62286a08,RD9495,MRBA,OPDB,2025-12-12T18:42,2025-12-12T20:42,32,1489.54,Emirates,Cancelled
f3899fb9-938d-4877-8c10-9a8ccb073171,UO858,CYFC,UUOB,2026-03-21T18:42,2026-03-21T22:42,0,963.95,Lufthansa,Cancelled
21675460-82fb-4bae-9136-d2be4ad86704,HZ4380,HAJM,CYXH,2026-07-18T18:42,2026-07-19T05:42,119,457.77,Delta,Delayed
6c6b3df8-7621-4b72-90ce-0e1e039cb638,KE9960,FZVI,CYER,2025-11-28T18:42,2025-11-29T04:42,142,735.08,Delta,Delayed
cc62cdbd-28f5-4126-87a5-a568242e56c3,9C2266,CZRJ,ROKJ,2026-09-05T18:42,2026-09-06T02:42,117,671.98,Lufthansa,Cancelled
b4e21b78-c79e-4c12-b1c4-e7e3b9894fa6,G66843,WAPP,USCC,2026-08-11T18:42,2026-08-11T21:42,67,509.02,Ryanair,Delayed
2e754cbe-6606-457f-8fb6-d0c50004c60f,CW6755,LCEN,FBTL,2026-07-24T18:42,2026-07-24T19:42,16,847.24,Delta,Delayed
5b93a58d-6362-41e0-be95-5c59cf155709,SV9781,HAJM,FVFA,2026-09-07T18:42,2026-09-08T05:42,16,1149.16,Lufthansa,On time
e9bb19d6-545d-43dd-855e-8b81fe9b37d2,ME1760,YTIB,FARS,2025-10-03T18:42,2025-10-04T03:42,17,91.95,Lufthansa,Delayed
70523d78-4d66-48de-98fd-020b6f314718,WM6003,UHMD,EDXB,2026-02-08T18:42,2026-02-08T20:42,151,1394.48,Emirates,Cancelled
