flight_id,flight_number,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,delay_min,ticket_price_usd,airline,status
8ad2734c-3544-488d-9d59-73be6c9b623a,GW9943,LICR,MGQC,2026-08-28T18:42,2026-08-29T03:42,46,1471.91,Delta,Cancelled
ddf07adb-692d-4e98-b01a-a7558bc087d5,0K8943,MRBA,NZPP,2025-11-12T18:42,2025-11-13T01:42,53,1284.65,Ryanair,Cancelled
2d6b2ed6-493c-4983-bef7-b5bf69a8b26c,FM6146,TFFG,ESSA,2026-09-12T18:42,2026-09-12T22:42,98,301.36,LOT,Cancelled
e174948f-0c44-4266-8c02-d2a02373357f,7K5362,LFKF,VTCN,2025-10-21T18:42,2025-10-22T05:42,97,711.98,LOT,Cancelled
c9d5c528-3335-41e3-afff-f717a184652a,PK941,VNSK,CYGT,2026-06-01T18:42,2026-06-02T02:42,27,1041.15,LOT,On time
e464f277-17e5-431d-a2ea-2793101a4c8d,QU4520,CYXH,ROKJ,2025-12-29T18:42,2025-12-29T19:42,8,647.86,Ryanair,On time
feb56b78-d98d-4236-ba63-98525c6a034c,L63348,VNSK,MUMO,2026-06-04T18:42,2026-06-04T20:42,68,535.46,Emirates,Cancelled
7c257e70-359f-425b-a2e7-53cb5deebb23,MH9438,OSKL,FYOG,2026-05-14T18:42,2026-05-15T03:42,7,1484.4,Ryanair,Cancelled
971ce876-bef4-435c-977e-95837485bca4,IK8278,VHHH,OPDB,2025-09-26T18:42,2025-09-27T03:42,3,749.27,Emirates,Cancelled
9614583e-0a1c-4411-a58f-b8ddab0089a5,8C570,CZRJ,CYER,2026-05-30T18:42,2026-05-30T23:42,58,894.76,LOT,Delayed
92cffd88-1ac6-45df-b13a-831432e77d6e,MT6014,MMZO,VHHH,2026-01-27T18:42,2026-01-28T03:42,84,1361.03,Delta,On time
52f86ebc-715f-45cb-a214-984c8652bb72,LG7284,USKK,FMNG,2026-08-31T18:42,2026-08-31T21:42,154,1401.49,Lufthansa,Delayed
bbc81ab7-b6d8-4b6f-8bd6-c0164b5add8c,SY5680,ROKJ,EFIT,2025-10-03T18:42,2025-10-03T20:42,112,1377.97,Delta,Cancelled
5bea0faa-14e9-4a5f-bc00-8cedf754db57,R72777,NVSS,EFMI,2025-09-26T18:42,2025-09-26T22:42,62,1075.69,LOT,Cancelled
ec2d3ee7-c0d1-4021-8357-3ef03a791945,H74635,ESNL,KMSN,2026-02-24T18:42,2026-02-24T21:42,131,701.5,Lufthansa,Delayed
9290d580-faa3-4fd6-89b2-816864999032,H67471,VOPB,FYOG,2026-06-24T18:42,2026-06-25T04:42,159,931.52,Ryanair,Delayed
1b663ed5-81df-4436-83e6-8873a58a1f5c,AP7727,EETN,UHMD,2025-10-05T18:42,2025-10-06T00:42,9,1186.51,Lufthansa,On time
b56a73e8-7a8c-480a-9d0b-fad7aef29adf,W81951,LEAL,VILD,2026-09-11T18:42,2026-09-12T04:42,57,630.83,Lufthansa,Delayed
9f87c00f-47bb-47d5-9d26-d2207855afa5,TQ2150,RJCW,USKK,2026-02-25T18:42,2026-02-25T19:42,82,1335.0,Delta,On time
9a440fb9-bc61-4dd0-8395-777bcbe2e26a,MJ817,MRBA,CYXH,2026-09-15T18:42,2026-09-15T20:42,130,1422.6,Emirates,Cancelled
303d3c4b-d083-4e92-b4fd-79a731652950,3V2673,FBTL,FMNG,2025-10-20T18:42,2025-10-20T23:42,165,88.91,Emirates,On time
fb73bd22-cc86-4890-9e17-7947dbbd38f7,SU6388,LFPG,FMNG,2026-07-05T18:42,2026-07-05T21:42,110,1449.04,Delta,Delayed
43306b8f-e1fd-409d-a8c0-711ff141d965,I88083,UHMD,FMNM,2026-01-30T18:42,2026-01-30T22:42,49,1288.81,Lufthansa,On time
30ec6bd7-3180-4e9b-8ebc-b1e6182c42e7,I53998,VNSK,USKK,2025-12-11T18:42,2025-12-11T21:42,36,760.89,Delta,Delayed
2f9f0437-b1bf-4be8-98e2-79ef21498b52,7I7680,LFMH,OSKL,2026-06-15T18:42,2026-06-15T22:42,17,86.92,Emirates,Cancelled
f03b46af-481a-4343-bbe7-8bf43e74bc5f,HM8845,UIAA,VGHS,2025-11-25T18:42,2025-11-26T01:42,100,555.5,LOT,Delayed
4e06de5f-7232-4a4a-beb6-f41cb0cb5ecb,LG1454,MGCT,YPKT,2025-12-29T18:42,2025-12-30T00:42,164,142.05,LOT,On time
ca5bd3e5-4be6-4253-9416-760f3b00868e,WB6435,ESNL,FZVI,2025-10-26T18:42,2025-10-27T00:42,92,858.68,Ryanair,Cancelled
b4fc4507-ffaf-46c8-a81f-9ad6bd4cb5e0,8C2622,EETN,CZRJ,2025-11-08T18:42,2025-11-09T00:42,114,644.73,LOT,On time
f8395612-6c07-4eea-9585-96cc5b71a11f,HZ7421,FBSK,HUSO,2025-10-05T18:42,2025-10-06T03:42,121,711.42,Lufthansa,Cancelled
566a95b4-406e-44ce-809f-9520c68c761d,AC2840,HUSO,MHTG,2026-05-17T18:42,2026-05-18T01:42,150,506.54,Ryanair,Delayed
79ebc596-4321-425e-8f80-0118c7918871,K76407,ROKJ,CYWA,2025-10-25T18:42,2025-10-25T20:42,154,315.97,LOT,On time
668e66b2-709c-4804-8948-ec75ccbf5291,Y93567,ESNL,MHTG,2026-01-19T18:42,2026-01-20T00:42,129,1394.12,Lufthansa,On time
5c549f57-5be1-4404-816b-868dfe7b790e,OJ3527,KPLN,WAPP,2026-01-08T18:42,2026-01-09T00:42,164,1429.47,Ryanair,On time
88f491e7-0f19-4dc5-b0cd-8f343216ab7a,OX1353,FCBK,EDXB,2025-12-06T18:42,2025-12-07T00:42,173,134.43,Emirates,Delayed
cbb49358-6c51-416b-8494-a8f098b28ae7,EV9178,MGCT,MYBG,2025-10-21T18:42,2025-10-22T05:42,41,67.38,Lufthansa,Cancelled
219e0ab6-6881-42b4-89b1-03af0938c9bd,AE3182,VTCR,OPDB,2026-04-19T18:42,2026-04-20T02:42,78,1281.76,LOT,Delayed
a39dad7a-7630-4b3a-98a4-b5232f50f055,LO825,OIZB,CYLU,2026-02-27T18:42,2026-02-28T04:42,84,728.51,Lufthansa,Cancelled
de4b153a-c5a7-42cc-9be7-369023c47c30,PZ4931,AYWK,OIBB,2026-04-13T18:42,2026-04-14T01:42,94,195.63,LOT,On time
0d5a39bf-48c0-45f0-9025-5a42975ea0ca,5D297,YPAG,TFFG,2026-07-26T18:42,2026-07-26T22:42,18,1244.73,Delta,Delayed
861044b8-7632-49b6-8408-1f098dfd9f02,V7288,YPKT,EGHC,2025-10-12T18:42,2025-10-12T22:42,163,1372.68,Lufthansa,Delayed
395aca0c-e2bb-403f-90f1-0708c797b2f7,YO6946,LEAL,DITM,2025-09-24T18:42,2025-09-24T22:42,89,1058.82,Emirates,Delayed
43818c91-b726-4bf8-b9f9-5ad6586e6826,3L849,CYGT,ROKJ,2026-01-28T18:42,2026-01-28T22:42,26,619.89,Lufthansa,On time
7df4f3ff-e156-47f7-ae21-8606375227d1,GP6842,UUOB,CYGT,2026-01-09T18:42,2026-01-10T02:42,51,349.42,LOT,On time
457529ca-5311-4baa-a86d-2817b6c9086f,M98278,VTCN,AYWK,2026-09-05T18:42,2026-09-05T23:42,113,383.38,Delta,Delayed
c1bd541b-ecf2-4961-85ed-dd0449d365e1,EZ1101,FARS,VILD,2025-11-18T18:42,2025-11-19T05:42,39,882.35,Ryanair,Delayed
5c589ae7-fb2b-44e1-ba14-6e2822fc1068,ZL2409,FARS,MGCT,2026-03-13T18:42,2026-03-14T04:42,155,1095.62,LOT,Delayed
832aca7b-02ad-42bc-b009-564aa8adfcfd,M99415,UTDL,USKK,2025-10-05T18:42,2025-10-06T01:42,58,378.88,Emirates,Delayed
28338cc1-95b5-42be-84cb-348ac63e5816,5K6035,EGMD,FYOG,2025-12-10T18:42,2025-12-11T02:42,1,718.34,LOT,On time
3e03f605-6e5d-4eb9-8cb2-d31484ae11fd,NL772,KPLN,MRBA,2026-08-17T18:42,2026-08-18T01:42,63,941.37,Lufthansa,Delayed
443d8037-ec71-47d5-b5bb-2f207a9522b1,8L9543,SAVC,VHHH,2026-01-01T18:42,2026-01-02T03:42,54,997.35,LOT,Delayed
cf626373-c5f4-4b8c-9e60-d607bbae475b,2T9515,TFFG,LFPG,2026-09-12T18:42,2026-09-12T19:42,60,1085.16,Emirates,Delayed
9d5ea551-ea6b-4da1-ad75-5d808d4d2bc4,LC9598,VILD,MYBG,2025-12-02T18:42,2025-12-03T02:42,54,1403.17,Ryanair,Delayed
50782aad-e503-4d73-b4a2-d50e63957436,KR5545,DITM,EFJY,2026-03-11T18:42,2026-03-12T03:42,37,59.23,Ryanair,Cancelled
998fb480-eeee-47ea-9a63-a990ba5f11cf,NI7089,MUMO,FBTL,2026-01-05T18:42,2026-01-06T04:42,169,864.72,Emirates,On time
b4f2cc6c-e0dc-477b-bb42-bfceae8813b8,VK4659,MMZO,MGCT,2026-04-20T18:42,2026-04-21T05:42,9,504.19,LOT,Cancelled
01401e1d-b89f-4904-98df-7e064b8c5203,IQ3337,WRSJ,MMIO,2026-05-06T18:42,2026-05-06T22:42,51,548.63,Lufthansa,Delayed
ef766053-23eb-4f8b-8429-c9109e7e9d67,G73876,ESSU,SCTN,2025-10-28T18:42,2025-10-28T22:42,123,245.42,Emirates,Delayed
3d87d361-8a25-43b0-82f3-8254e22ca768,VN5927,VOPB,SBKP,2026-06-21T18:42,2026-06-22T02:42,154,1011.95,LOT,Cancelled
21c807cf-cb62-484e-8021-1e5ecb062e87,5E4162,UIAA,LICR,2026-04-10T18:42,2026-04-10T21:42,161,720.06,LOT,On time
ce8e959f-9080-4a95-9518-a7d13694928f,W66013,FBSK,LICR,2025-12-23T18:42,2025-12-23T20:42,74,139.07,Lufthansa,On time
40f8ce61-51fd-46e6-a64c-ffa11e0bea95,9T7939,OERF,LFPG,2026-03-11T18:42,2026-03-12T04:42,146,1444.35,Emirates,Delayed
957ae0a8-3a0b-4583-a625-05dc7974bc90,U51619,MWCB,ESNV,2025-09-29T18:42,2025-09-30T00:42,75,1385.51,Lufthansa,Cancelled
4416b61d-5eea-42b3-9a97-02764d15fcb5,4A4183,KMSN,OPDB,2026-06-03T18:42,2026-06-04T02:42,32,535.53,Delta,Cancelled
6d731991-7f51-4ca8-b432-c0c45538703d,ZH5945,RJCW,YSTH,2025-10-30T18:42,2025-10-30T21:42,90,1098.53,LOT,Cancelled
86e17168-6dba-4aec-93de-77376f639c41,FI6336,HAJM,TFFG,2025-09-29T18:42,2025-09-29T23:42,148,644.87,Delta,On time
